,traditional,pinyin,pinyin(raw),tone,definition,variants,measure-words
8527,葅,zū,zu,1,[],"[{u'ch': '\xe8\x8f\xb9', u'py': 'zu1', u'chs': '\xe8\x8f\xb9', u'vartype': ''}]",[]
8528,葆,bǎo,bao,3,"['dense foliage', 'to cover']",[],[]
8529,葇,roú,rou,2,['Elsholtria paltrini'],[],[]
8530,葉,yè,ye,4,"['leaf', 'page', 'lobe', '(historical) period', 'classifier for small boats']",[],[]
8531,葍,fú,fu,2,['weeds'],[],[]
8532,葑,fēng,feng,1,['turnip'],[],[]
8533,葒,hóng,hong,2,['herb'],[],[]
8534,葖,tú,tu,2,['follicle'],[],[]
8535,著,zhāo,zhao,1,"['(chess) move', 'trick', 'all right!', '(dialect) to add']",[],[]
8536,著,zháo,zhao,2,"['to touch', 'to come in contact with', 'to feel', 'to be affected by', 'to catch fire', 'to burn', '(coll.) to fall asleep', '(after a verb) hitting the mark', 'succeeding in']",[],[]
8537,著,zhe,zhe,5,['aspect particle indicating action in progress'],[],[]
8538,著,zhuó,zhuo,2,"['to wear (clothes)', 'to contact', 'to use', 'to apply']",[],[]
8539,著,zhù,zhu,4,"['to make known', 'to show', 'to prove', 'to write', 'book', 'outstanding']",[],[]
8540,葙,xiāng,xiang,1,"['see \xe9\x9d\x92\xe8\x91\x99, feather cockscomb (Celosia argentea)']",[],[]
8541,葚,shèn,shen,4,"['fruit of mulberry', 'also pr. [ren4]']",[],[]
8542,葛,gé,ge,2,"['kudzu (Pueraria lobata)', 'hemp cloth']",[],[]
8543,葠,shēn,shen,1,[],"[{u'ch': '\xe5\x8f\x83', u'py': 'shen1', u'chs': '\xe5\x8f\x82', u'vartype': ''}]",[]
8544,葡,pú,pu,2,['see \xe8\x91\xa1\xe8\x90\x84[pu2 tao5]'],[],[]
8545,董,dǒng,dong,3,"['to supervise', 'to direct', 'director']",[],[]
8546,葥,qián,qian,2,['Rubus palmatus'],[],[]
8547,葦,wěi,wei,3,"['reed', 'rush', 'Phragmites communis']",[],[]
8548,葧,bó,bo,2,['Heleocharis plantaginea'],[],[]
8549,葩,pā,pa,1,['corolla of flower'],[],[]
8550,葫,hú,hu,2,"['Allium scorodoprasum', 'bottle gourd']",[],[]
8551,葬,zàng,zang,4,"['to bury (the dead)', 'to inter']",[],[]
8552,葭,jiā,jia,1,"['reed', 'Phragmites communis']",[],[]
8553,葯,yào,yao,4,['leaf of the iris'],"[{u'ch': '\xe8\x97\xa5', u'py': 'yao4', u'chs': '\xe8\x8d\xaf', u'vartype': ''}]",[]
8554,葳,wēi,wei,1,['luxuriant'],[],[]
8555,葴,zhēn,zhen,1,['Physalis alkekengi'],[],[]
8556,葵,kuí,kui,2,['sunflower'],[],[]
8557,葶,tíng,ting,2,['Draba nemerosa bebe carpa'],[],[]
8558,葷,hūn,hun,1,"['strong-smelling vegetable (garlic etc)', 'non-vegetarian food (meat, fish etc)', 'vulgar', 'obscene']",[],[]
8559,葸,xǐ,xi,3,"['feel insecure', 'unhappy']",[],[]
8560,葹,shī,shi,1,['Xanthium strumarium'],[],[]
8561,葺,qì,qi,4,['to repair'],[],[]
8562,葽,yāo,yao,1,"['Polygala japonica', 'lush (grass)']",[],[]
8563,蒂,dì,di,4,['stem (of fruit)'],[],[]
8564,蒄,guān,guan,1,"['meaning unknown (""herb mentioned in old books"")', 'Japanese variant of \xe8\x94\xbb[kou4], cardamom or nutmeg']",[],[]
8565,蒎,pài,pai,4,['pinane'],[],[]
8566,蒐,soū,sou,1,"['madder (Rubia cordifolia)', 'to hunt for', 'to gather', 'to collect']",[],[]
8567,蒓,chún,chun,2,"['edible water plant', 'Brasenia schreberi']",[],[]
8568,蒔,shí,shi,2,['see \xe8\x92\x94\xe8\x98\xbf|\xe8\x8e\xb3\xe8\x90\x9d[shi2 luo2]'],[],[]
8569,蒔,shì,shi,4,"['to grow', 'to transplant']",[],[]
8570,蒗,làng,lang,4,"['(herb)', 'place name']",[],[]
8571,蒙,mēng,meng,1,"['(knocked) unconscious', 'dazed', 'stunned']",[],[]
8572,蒙,méng,meng,2,"['to cover', 'ignorant', 'to suffer (misfortune)', 'to receive (a favor)', 'to cheat']",[],[]
8573,蒜,suàn,suan,4,['garlic'],[],"[('\xe9\xa0\xad', '\xe5\xa4\xb4', 'tou2'), ('\xe7\x93\xa3', '\xe7\x93\xa3', 'ban4')]"
8574,蒞,lì,li,4,"['to attend (an official function)', 'to be present', 'to administer', 'to approach (esp. as administrator)']",[],[]
8575,蒟,jǔ,ju,3,['betel'],[],[]
8576,蒡,bàng,bang,4,"['Arctium lappa', 'great burdock']",[],[]
8577,蒢,chú,chu,2,['hedysarum'],[],[]
8578,蒦,huò,huo,4,"['phonetic component in certain characters with sound hu\xc3\xb2, such as \xe8\xad\xb7, \xe7\x8d\xb2, \xe7\xa9\xab and \xe6\x93\xad']",[],[]
8579,蒨,qiàn,qian,4,['luxuriant growth'],[],[]
8580,蒪,pò,po,4,['myoga ginger (Zingiber mioga)'],[],[]
8581,蒭,chú,chu,2,[],"[{u'ch': '\xe8\x8a\xbb', u'py': 'chu2', u'chs': '\xe5\x88\x8d', u'vartype': 'old'}]",[]
8582,蒯,kuǎi,kuai,3,"['a rush', 'scirpus cyperinus']",[],[]
8583,蒱,pú,pu,2,"['gambling-game', 'sedges']",[],[]
8584,蒲,pú,pu,2,"['refers to various monocotyledonous flowering plants including Acorus calamus and Typha orientalis', 'common cattail', 'bullrush']",[],[]
8585,蒴,shuò,shuo,4,"['pod', 'capsule']",[],[]
8586,蒸,zhēng,zheng,1,"['to evaporate', '(of cooking) to steam', 'torch made from hemp stalks or bamboo (old)', 'finely chopped firewood (old)']",[],[]
8587,蒹,jiān,jian,1,['reed'],[],[]
8588,蒺,jí,ji,2,['Tribulus terrestris'],[],[]
8589,蒻,ruò,ruo,4,"['young rush (Typha japonica), a kind of cattail']",[],[]
8590,蒼,cāng,cang,1,"['dark blue', 'deep green', 'ash-gray']",[],[]
8591,蒽,ēn,en,1,['anthracene'],[],[]
8592,蒿,hāo,hao,1,"['celery wormwood (Artemisia carvifolia)', 'to give off', 'to weed']",[],[]
8593,蓀,sūn,sun,1,['fragrant grass'],[],[]
8594,蓁,zhēn,zhen,1,"['abundant, luxuriant vegetation']",[],[]
8595,蓂,míng,ming,2,['lucky place'],[],[]
8596,蓄,xù,xu,4,"['to store up', 'to grow (e.g. a beard)', 'to entertain (ideas)']",[],[]
8597,蓆,xí,xi,2,['woven mat'],"[{u'ch': '\xe5\xb8\xad', u'py': 'xi2', u'chs': '\xe5\xb8\xad', u'vartype': ''}]",[]
8598,蓇,gǔ,gu,3,['follicle'],[],[]
8599,蓉,róng,rong,2,"['see \xe8\x8a\x99\xe8\x93\x89[fu2 rong2], lotus', 'food that has been minced, shredded, or ground into a paste, suitable for stuffing or making a sauce']",[],[]
8600,蓊,wěng,weng,3,['luxuriant vegetation'],[],[]
8601,蓋,gài,gai,4,"['lid', 'top', 'cover', 'canopy', 'to cover', 'to conceal', 'to build']",[],[]
8602,蓌,cuò,cuo,4,['to squat (in salutation)'],[],[]
8603,蓍,shī,shi,1,['yarrow (Achillea millefolium)'],[],[]
8604,蓏,luǒ,luo,3,['fruit of plants (not of trees)'],[],[]
8605,蓐,rù,ru,4,"['mat', 'rushes']",[],[]
8606,蓑,suō,suo,1,['rain coat made of straw etc'],[],[]
8607,蓒,xuān,xuan,1,['a kind of smelly water plant'],[],[]
8608,蓓,bèi,bei,4,['(flower) bud'],[],[]
8609,蓔,yǎo,yao,3,['a variety of grass'],[],[]
8610,蓔,zhuó,zhuo,2,[],"[{u'ch': '\xe4\x85\xb5', u'py': 'zhuo2', u'chs': '\xe4\x85\xb5', u'vartype': 'old'}]",[]
8611,蓖,bì,bi,4,['the castor-oil plant'],[],[]
8612,蓡,shēn,shen,1,[],"[{u'ch': '\xe5\x8f\x83', u'py': 'shen1', u'chs': '\xe5\x8f\x82', u'vartype': ''}]",[]
8613,蓧,diào,diao,4,['bamboo basket'],[],[]
8614,蓪,tōng,tong,1,['Aralia papyrifera'],[],[]
8615,蓫,zhú,zhu,2,"['(weed)', 'Phytolacca acinosa']",[],[]
8616,蓬,péng,peng,2,"['fleabane (family Asteraceae)', 'disheveled', 'classifier for luxuriant plants, smoke, ashes, campfires: clump, puff']",[],[]
8617,蓮,lián,lian,2,['lotus'],[],[]
8618,蓯,cōng,cong,1,['Boschniakia glabra'],[],[]
8619,蓰,xǐ,xi,3,"['(grass)', 'increase five fold']",[],[]
8620,蓱,píng,ping,2,[],"[{u'ch': '\xe8\x90\x8d', u'py': 'ping2', u'chs': '\xe8\x90\x8d', u'vartype': ''}]",[]
8621,蓴,chún,chun,2,"['edible water plant', 'Brasenia schreberi']",[],[]
8622,蓷,tuī,tui,1,['Leonurus macranthus'],[],[]
8623,蓸,cáo,cao,2,['(a kind of herb)'],[],[]
8624,蓺,yì,yi,4,"['skill', 'art']",[],[]
8625,蓼,liǎo,liao,3,"['polygonum', 'smartweed']",[],[]
8626,蓼,lù,lu,4,['luxuriant growth'],[],[]
8627,蓽,bì,bi,4,"['bean', 'pulse']",[],[]
8628,蓿,xù,xu,4,"['clover', 'lucerne', 'Taiwan pr. [su4]']",[],[]
8629,蔀,bù,bu,4,"['cycle of 76 years', 'shade']",[],[]
8630,蔂,léi,lei,2,['basket for carrying earth'],[],[]
8631,蔃,qiáng,qiang,2,['cigarette (slang) (Cantonese)'],[],[]
8632,蔆,líng,ling,2,[],"[{u'ch': '\xe8\x8f\xb1', u'py': 'ling2', u'chs': '\xe8\x8f\xb1', u'vartype': ''}]",[]
8633,蔇,jì,ji,4,"['luxuriant growth', 'extreme', 'reach']",[],[]
8634,蔉,gǔn,gun,3,['to bank up the roots of plants'],[],[]
8635,蔊,hǎn,han,3,['Nasturtium montanum'],[],[]
8636,蔋,dí,di,2,"['dry', 'scorched']",[],[]
8637,蔌,sù,su,4,['vegetables'],[],[]
8638,蔎,shè,she,4,['Thea sinensis'],[],[]
8639,蔑,miè,mie,4,"['to belittle', 'nothing']",[],[]
8640,蔓,mán,man,2,"['turnip', 'Brassica campestris']",[],[]
8641,蔓,màn,man,4,"['creeper', 'to spread']",[],[]
8642,蔔,bo,bo,5,['see \xe8\x98\xbf\xe8\x94\x94|\xe8\x90\x9d\xe5\x8d\x9c[luo2 bo5]'],[],[]
8643,蔕,dì,di,4,[],"[{u'ch': '\xe8\x92\x82', u'py': 'di4', u'chs': '\xe8\x92\x82', u'vartype': ''}]",[]
8644,蔗,zhè,zhe,4,['sugar cane'],[],[]
8645,蔘,shēn,shen,1,['ginseng'],[],[]
8646,蔙,xuàn,xuan,4,['(herb)'],[],[]
8647,蔚,wèi,wei,4,"['Artemisia japonica', 'luxuriant', 'resplendent', 'impressive']",[],[]
8648,蔞,loú,lou,2,"['Arthemisia vulgaris', 'piper betel']",[],[]
8649,蔟,cù,cu,4,"['collect', 'frame for silk worm', 'nest']",[],[]
8650,蔥,cōng,cong,1,"['scallion', 'green onion']",[],[]
8651,蔦,niǎo,niao,3,['grossulariaceae'],[],[]
8652,蔫,niān,nian,1,"['to fade', 'to wither', 'to wilt', 'listless']",[],[]
8653,蔬,shū,shu,1,['vegetables'],[],[]
8654,蔭,yìn,yin,4,['shade'],[],[]
8655,蔯,chén,chen,2,['a variety of artemisia'],[],[]
8656,蔳,qiàn,qian,4,[],"[{u'ch': '\xe8\x92\xa8', u'py': 'qian4', u'chs': '\xe8\x92\xa8', u'vartype': 'old'}]",[]
8657,蔴,má,ma,2,['hemp'],"[{u'ch': '\xe9\xba\xbb', u'py': 'ma2', u'chs': '\xe9\xba\xbb', u'vartype': ''}]",[]
8658,蔵,cáng,cang,2,[],"[{u'ch': '\xe8\x97\x8f', u'py': '', u'chs': '\xe8\x97\x8f', u'vartype': 'Japanese'}]",[]
8659,蔸,doū,dou,1,"['root and lower stem of certain plants', 'classifier for pieces and clumps']",[],[]
8660,蔻,koù,kou,4,"['see \xe8\x82\x89\xe8\xb1\x86\xe8\x94\xbb nutmeg, \xe8\xb1\x86\xe8\x94\xbb cardamon']",[],[]
8661,蔽,bì,bi,4,"['to cover', 'to shield', 'to screen', 'to conceal']",[],[]
8662,蔾,lí,li,2,['chenopodiaceae'],[],[]
8663,蕁,xún,xun,2,['nettle'],[],[]
8664,蕃,bō,bo,1,['see \xe5\x90\x90\xe8\x95\x83[Tu3 bo1]'],[],[]
8665,蕃,fān,fan,1,['foreign (non-Chinese)'],"[{u'ch': '\xe7\x95\xaa', u'py': 'fan1', u'chs': '\xe7\x95\xaa', u'vartype': ''}]",[]
8666,蕃,fán,fan,2,"['luxuriant', 'flourishing', 'to reproduce', 'to proliferate']",[],[]
8667,蕆,chǎn,chan,3,"['to complete', 'to prepare']",[],[]
8668,蕈,xùn,xun,4,"['mold', 'mushroom']",[],[]
8669,蕉,jiāo,jiao,1,['banana'],[],[]
8670,蕉,qiáo,qiao,2,['see \xe8\x95\x89\xe8\x90\x83[qiao2 cui4]'],[],[]
8671,蕊,ruǐ,rui,3,"['stamen', 'pistil']",[],[]
8672,蕋,ruǐ,rui,3,[],"[{u'ch': '\xe8\x95\x8a', u'py': 'rui3', u'chs': '\xe8\x95\x8a', u'vartype': ''}]",[]
8673,蕍,yú,yu,2,['common water-plantain (Alisma plantago-aquatica)'],[],[]
8674,蕎,qiáo,qiao,2,['buckwheat'],[],[]
8675,蕐,huá,hua,2,[],"[{u'ch': '\xe8\x8f\xaf', u'py': 'hua2', u'chs': '\xe5\x8d\x8e', u'vartype': 'old'}]",[]
8676,蕑,jiān,jian,1,['Eupatorium chinensis'],[],[]
8677,蕒,mǎi,mai,3,['see \xe8\x8b\xa3\xe8\x95\x92\xe8\x8f\x9c|\xe8\x8b\xa3\xe8\x8d\xac\xe8\x8f\x9c[ju4 mai3 cai4]'],[],[]
8678,蕓,yún,yun,2,['see \xe8\x95\x93\xe8\x96\xb9|\xe8\x8a\xb8\xe8\x96\xb9[yun2 tai2]'],[],[]
8679,蕔,bāo,bao,1,['a kind of grass (old)'],[],[]
8680,蕕,yoú,you,2,['Caryopteris divaricata'],[],[]
8681,蕖,qú,qu,2,['lotus'],[],[]
8682,蕗,lù,lu,4,['leucacene'],[],[]
8683,蕘,ráo,rao,2,"['fuel', 'grass']",[],[]
8684,蕙,huì,hui,4,['Coumarouna odorata'],[],[]
8685,蕚,è,e,4,[],"[{u'ch': '\xe8\x90\xbc', u'py': 'e4', u'chs': '\xe8\x90\xbc', u'vartype': 'old'}]",[]
8686,蕝,jué,jue,2,['coarse grass used to show rank'],[],[]
8687,蕞,zuì,zui,4,"['to assemble', 'small']",[],[]
8688,蕠,rú,ru,2,[u'see \u8560\u85d8[ru2 lv2]'],"[{u'ch': u'\u8339', u'py': u'ru2', u'chs': u'\u8339', u'vartype': ''}]",[]
8689,蕡,fén,fen,2,"['hemp seeds', 'luxurious', 'abundant']",[],[]
8690,蕢,kuì,kui,4,['Amaranthus mangostanus'],[],[]
8691,蕣,shùn,shun,4,['Hibiscus syriacus'],[],[]
8692,蕤,ruí,rui,2,"['fringe', 'overladen with flowers']",[],[]
8693,蕨,jué,jue,2,"['Pteridium aquilinum', 'bracken']",[],[]
8694,蕩,dàng,dang,4,"['to wash', 'to squander', 'to sweep away', 'to move', 'to shake', 'dissolute', 'pond']",[],[]
8695,蕪,wú,wu,2,['overgrown with weeds'],[],[]
8696,蕭,xiāo,xiao,1,"['miserable', 'desolate', 'dreary', 'Chinese mugwort']",[],[]
8697,蕮,xì,xi,4,"['plantain (Plantago asiatica)', 'common water-plantain (Alisma plantago-aquatica)']",[],[]
8698,蕳,jiān,jian,1,"['orchid (same as \xe8\x98\xad\xe8\x8d\x89|\xe5\x85\xb0\xe8\x8d\x89)', 'Eupatorium (same as \xe8\x95\x91)']",[],[]
8699,蕶,líng,ling,2,"['withered (plant, herb etc)']",[],[]
8700,蕷,yù,yu,4,['see \xe8\x96\xaf\xe8\x95\xb7|\xe8\x96\xaf\xe8\x93\xa3[shu3 yu4]'],[],[]
8701,蕸,xiá,xia,2,['water-lily leaves'],[],[]
8702,蕹,wèng,weng,4,"['water spinach or ong choy (Ipomoea aquatica), used as a vegetable in south China and southeast Asia', 'Taiwan pr. [yong1]']",[],[]
8703,蕺,jí,ji,2,['Houttuynia cordata'],[],[]
8704,蕻,hòng,hong,4,"['budding', 'flourishing']",[],[]
8705,蕾,lěi,lei,3,['bud'],[],[]
8706,蕿,xuān,xuan,1,[],"[{u'ch': '\xe8\x90\xb1', u'py': 'xuan1', u'chs': '\xe8\x90\xb1', u'vartype': 'old'}]",[]
8707,薀,yùn,yun,4,"[""hippuris or mare's tail""]",[],[]
8708,薁,yù,yu,4,['Prunus japonica'],[],[]
8709,薃,hào,hao,4,['Cyperus amuricus'],[],[]
8710,薄,báo,bao,2,"['thin', 'cold in manner', 'indifferent', 'weak', 'light', 'infertile']",[],[]
8711,薄,bó,bo,2,"['meager', 'slight', 'weak', 'ungenerous or unkind', 'frivolous', 'to despise', 'to belittle', 'to look down on', 'to approach or near']",[],[]
8712,薄,bò,bo,4,['see \xe8\x96\x84\xe8\x8d\xb7[bo4 he5]'],[],[]
8713,薅,hāo,hao,1,"['to weed', 'to grip or clutch']",[],[]
8714,薆,ài,ai,4,"['to cover', 'to hide', 'to conceal']",[],[]
8715,薇,wēi,wei,1,"['Osmunda regalis, a species of fern', 'Taiwan pr. [wei2]']",[],[]
8716,薈,huì,hui,4,"['to flourish', 'luxuriant growth']",[],[]
8717,薉,wèi,wei,4,['weedy'],[],[]
8718,薊,jì,ji,4,"['cirsium', 'thistle']",[],[]
8719,薌,xiāng,xiang,1,['aromatic herb used for seasoning'],"[{u'ch': '\xe9\xa6\x99', u'py': 'xiang1', u'chs': '\xe9\xa6\x99', u'vartype': ''}]",[]
8720,薏,yì,yi,4,['see \xe8\x96\x8f\xe8\x8b\xa1[yi4 yi3]'],[],[]
8721,薐,léng,leng,2,['old name for spinach'],[],[]
8722,薑,jiāng,jiang,1,['ginger'],[],[]
8723,薔,qiáng,qiang,2,['wild rose'],[],[]
8724,薖,kē,ke,1,"['big', 'hungry-looking']",[],[]
8725,薘,dá,da,2,['plantago major'],[],[]
8726,薙,tì,ti,4,"['shave', 'to weed']",[],[]
8727,薛,xuē,xue,1,['wormwood like grass (classical)'],[],[]
8728,薜,bì,bi,4,['Ficus pumila'],[],[]
8729,薠,fán,fan,2,['plant similar to coco-grass \xe8\x8e\x8e\xe8\x8d\x89[suo1 cao3] (classical)'],[],[]
8730,薢,xiào,xiao,4,['woody climbing plant'],[],[]
8731,薤,xiè,xie,4,"['Allium bakeri', 'shallot', 'scallion']",[],[]
8732,薦,jiàn,jian,4,"['to recommend', 'to offer sacrifice (arch.)', 'grass', 'straw mat']",[],[]
8733,薧,kǎo,kao,3,['dried food'],[],[]
8734,薨,hōng,hong,1,"['death of a prince', 'swarming']",[],[]
8735,薪,xīn,xin,1,"['fuel', 'salary']",[],[]
8736,薫,xūn,xun,1,[],"[{u'ch': '\xe8\x96\xb0', u'py': '', u'chs': '\xe8\x96\xb0', u'vartype': 'Japanese'}]",[]
8737,薬,yào,yao,4,[],"[{u'ch': '\xe8\x97\xa5', u'py': '', u'chs': '\xe8\x8d\xaf', u'vartype': 'Japanese'}]",[]
8738,薯,shǔ,shu,3,"['potato', 'yam']",[],[]
8739,薰,xūn,xun,1,"['fragrance', 'warm', 'to educate', 'to smoke', 'to fumigate']","[{u'ch': '\xe7\x86\x8f', u'py': 'xun1', u'chs': '\xe7\x86\x8f', u'vartype': ''}]",[]
8740,薰,xūn,xun,1,"['sweet-smelling grass', 'Coumarouna odorata', 'tonka beans', 'coumarin']",[],[]
8741,薳,wěi,wei,3,['(arch.) type of grass'],[],[]
8742,薶,mái,mai,2,[],"[{u'ch': '\xe5\x9f\x8b', u'py': 'mai2', u'chs': '\xe5\x9f\x8b', u'vartype': 'old'}]",[]
8743,薶,wō,wo,1,"['to make dirty', 'to soil']",[],[]
8744,薷,rú,ru,2,['Elshotria paltrini'],[],[]
8745,薸,piāo,piao,1,['duckweed'],[],[]
8746,薹,tái,tai,2,['Carex dispalatha'],[],[]
8747,薺,jì,ji,4,['see \xe8\x96\xba\xe8\x8f\x9c|\xe8\x8d\xa0\xe8\x8f\x9c[ji4 cai4]'],[],[]
8748,薺,qí,qi,2,['water chestnut'],[],[]
8749,薻,zǎo,zao,3,[],"[{u'ch': '\xe8\x97\xbb', u'py': 'zao3', u'chs': '\xe8\x97\xbb', u'vartype': 'old'}]",[]
8750,薽,zhēn,zhen,1,"['(grass)', '(orchid)']",[],[]
8751,薾,ěr,er,3,['luxuriant growth of flower'],[],[]
8752,薿,nǐ,ni,3,['luxuriant (of plants)'],[],[]
8753,藁,gǎo,gao,3,[],"[{u'ch': '\xe6\xa7\x81', u'py': 'gao3', u'chs': '\xe6\xa7\x81', u'vartype': ''}]",[]
8754,藄,qí,qi,2,['(fern)'],[],[]
8755,藇,xù,xu,4,['beautiful'],[],[]
8756,藉,jiè,jie,4,[],"[{u'ch': '\xe5\x80\x9f', u'py': 'jie4', u'chs': '\xe5\x80\x9f', u'vartype': ''}]",[]
8757,藉,jí,ji,2,"['to insult', 'to walk all over (sb)']",[],[]
8758,藉,jiè,jie,4,"['sleeping mat', 'to placate']",[],[]
8759,藊,biǎn,bian,3,['see \xe8\x97\x8a\xe8\xb1\x86[bian3 dou4]'],[],[]
8760,藋,diào,diao,4,['Sambucu javinica'],[],[]
8761,藍,lán,lan,2,"['blue', 'indigo plant']",[],[]
8762,藎,jìn,jin,4,"['Arthraxon ciliare', 'loyal']",[],[]
8763,藏,cáng,cang,2,"['to conceal', 'to hide away', 'to harbor', 'to store', 'to collect']",[],[]
8764,藏,zàng,zang,4,"['storehouse', 'depository', 'Buddhist or Taoist scripture']",[],[]
8765,藐,miǎo,miao,3,"['to despise', 'small']","[{u'ch': '\xe6\xb8\xba', u'py': 'miao3', u'chs': '\xe6\xb8\xba', u'vartype': ''}]",[]
8766,藒,qiè,qie,4,['see \xe8\x97\x92\xe8\xbb\x8a|\xe8\x97\x92\xe8\xbd\xa6[qie4 che1]'],[],[]
8767,藕,oǔ,ou,3,['root of lotus'],[],[]
8768,藙,yì,yi,4,['Zanthoxylum ailanthoides'],[],[]
8769,藚,xù,xu,4,['Alisma plantago'],[],[]
8770,藜,lí,li,2,"['name of weed plant (fat hen, goosefoot, pigweed etc)', 'Chenopodium album']",[],[]
8771,藝,yì,yi,4,"['skill', 'art']",[],[]
8772,藟,lěi,lei,3,"['bud', 'creeper', 'bramble']",[],[]
8773,藠,jiào,jiao,4,['see \xe8\x97\xa0\xe9\xa0\xad|\xe8\x97\xa0\xe5\xa4\xb4[jiao4 tou5]'],[],[]
8774,藤,téng,teng,2,"['rattan', 'cane', 'vine']",[],[]
8775,藥,yào,yao,4,"['medicine', 'drug', 'substance used for a specific purpose (e.g. poisoning, explosion, fermenting)', 'to poison']",[],"[('\xe7\xa8\xae', '\xe7\xa7\x8d', 'zhong3'), ('\xe6\x9c\x8d', '\xe6\x9c\x8d', 'fu4'), ('\xe5\x91\xb3', '\xe5\x91\xb3', 'wei4')]"
8776,藦,mó,mo,2,['Metaplexis stauntoni'],[],[]
8777,藨,biāo,biao,1,['kind of raspberry'],[],[]
8778,藩,fān,fan,1,"['fence', 'hedge', 'screen', 'barrier', 'vassal state', 'Taiwan pr. [fan2]']",[],[]
8779,藪,soǔ,sou,3,"['marsh', 'gathering place']",[],[]
8780,藭,qióng,qiong,2,['see \xe8\x8a\x8e\xe8\x97\xad[qiong2 xiong1]'],[],[]
8781,藳,gǎo,gao,3,[],"[{u'ch': '\xe7\xa8\xbf', u'py': 'gao3', u'chs': '\xe7\xa8\xbf', u'vartype': 'old'}]",[]
8782,藴,yùn,yun,4,"['variant of \xe8\x98\x8a|\xe8\x95\xb4, to accumulate', 'to hold in store', 'to contain', 'to gather together', 'to collect', 'depth', 'inner strength', 'profundity']",[],[]
8783,藶,lì,li,4,['Drabanemerosa hebecarpa'],[],[]
8784,藷,shǔ,shu,3,[],"[{u'ch': '\xe8\x96\xaf', u'py': 'shu3', u'chs': '\xe8\x96\xaf', u'vartype': ''}]",[]
8785,藹,ǎi,ai,3,['friendly'],[],[]
8786,藺,lìn,lin,4,['juncus effusus'],[],[]
8787,藻,zǎo,zao,3,"['aquatic grasses', 'elegant']",[],[]
8788,藼,xuān,xuan,1,[],"[{u'ch': '\xe8\x90\xb1', u'py': 'xuan1', u'chs': '\xe8\x90\xb1', u'vartype': 'old'}]",[]
8789,藾,lài,lai,4,['(fragrant labiate plant)'],[],[]
8790,藿,huò,huo,4,"['Lophanthus rugosus', 'beans']",[],[]
8791,蘀,tuò,tuo,4,['fallen leaves and bark'],[],[]
8792,蘁,wù,wu,4,"['to disobey', 'contrary', 'against', 'to go against', 'to violate']","[{u'ch': '\xe6\x83\xa1', u'py': 'e4', u'chs': '\xe6\x81\xb6', u'vartype': 'possibly'}]",[]
8793,蘂,ruǐ,rui,3,[],"[{u'ch': '\xe8\x95\x8a', u'py': 'rui3', u'chs': '\xe8\x95\x8a', u'vartype': ''}]",[]
8794,蘄,qí,qi,2,"['(herb)', 'implore', 'pray', 'place name']",[],[]
8795,蘅,héng,heng,2,['Asarum blumei (wild ginger plant)'],[],[]
8796,蘆,lú,lu,2,"['rush', 'reed', 'Phragmites communis']",[],[]
8797,蘇,sū,su,1,"['Perilla frutescens (Chinese basil or wild red basil)', 'place name', 'to revive', 'used as phonetic in transliteration']",[],[]
8798,蘊,yùn,yun,4,"['to accumulate', 'to hold in store', 'to contain', 'to gather together', 'to collect', 'depth', 'inner strength', 'profundity']",[],[]
8799,蘋,pín,pin,2,"['marsiliaceae', 'clover fern']",[],[]
8800,蘋,píng,ping,2,['apple'],[],[]
8801,蘐,xuān,xuan,1,[],"[{u'ch': '\xe8\x90\xb1', u'py': 'xuan1', u'chs': '\xe8\x90\xb1', u'vartype': 'old'}]",[]
8802,蘑,mó,mo,2,['mushroom'],[],[]
8803,蘓,sū,su,1,[],"[{u'ch': '\xe8\x98\x87', u'py': 'su1', u'chs': '\xe8\x8b\x8f', u'vartype': 'old'}]",[]
8804,蘗,niè,nie,4,['shoots from an old stump'],[],[]
8805,蘘,ráng,rang,2,['a kind of wild ginger'],[],[]
8806,蘚,xiǎn,xian,3,"['moss', 'lichen', 'moss on damp walls', 'used erroneously for \xe8\x98\x87|\xe8\x8b\x8f']",[],[]
8807,蘝,liǎn,lian,3,"['variant of \xe8\x98\x9e|\xe8\x94\xb9, trailing plant', 'liana', 'creeper', 'wild vine (Gynostemma pentaphyllum or Vitis pentaphylla)']",[],[]
8808,蘞,liǎn,lian,3,"['trailing plant', 'liana', 'creeper', 'wild vine (Gynostemma pentaphyllum or Vitis pentaphylla)']",[],[]
8809,蘢,lóng,long,2,['Polygonum posumbu'],[],[]
8810,蘤,huā,hua,1,"['flower', 'blossom', 'also pr. [wei3]']","[{u'ch': '\xe8\x8a\xb1', u'py': 'hua1', u'chs': '\xe8\x8a\xb1', u'vartype': ''}]",[]
8811,蘧,qú,qu,2,['Dianthus superbus'],[],[]
8812,蘩,fán,fan,2,['Artemisia stellariana'],[],[]
8813,蘭,lán,lan,2,"['orchid (\xe8\x98\xad\xe8\x8a\xb1|\xe5\x85\xb0\xe8\x8a\xb1 Cymbidium goeringii)', 'fragrant thoroughwort (\xe8\x98\xad\xe8\x8d\x89|\xe5\x85\xb0\xe8\x8d\x89 Eupatorium fortunei)', 'lily magnolia (\xe6\x9c\xa8\xe8\x98\xad|\xe6\x9c\xa8\xe5\x85\xb0)']",[],[]
8814,蘵,zhí,zhi,2,['Physalis angulata'],[],[]
